participant,bin,electrode,P1,N1,EPN,LPP
vp35,NegMinNeut,F1,0.48363,0.0073123,-0.0087379,0.0059475
vp35,NegMinNeut,F3,0.36458,-0.40876,-0.1477,0.19642
vp35,NegMinNeut,F5,0.2565,-0.10382,0.096679,0.29328
vp35,NegMinNeut,F7,0.19305,-0.10073,0.10842,0.28002
vp35,NegMinNeut,FT7,0.27977,0.49801,0.054834,0.22832
vp35,NegMinNeut,FC5,0.012768,0.23855,-0.32992,-0.12105
vp35,NegMinNeut,FC3,0.4738,-0.039406,-0.13957,0.010521
vp35,NegMinNeut,FC1,0.46605,0.10249,-0.12186,0.011537
vp35,NegMinNeut,C1,0.13938,0.037659,-0.15836,-0.17718
vp35,NegMinNeut,C3,0.15409,0.3465,-0.64073,-0.4574
vp35,NegMinNeut,C5,0.37006,0.13037,-0.22843,-0.061898
vp35,NegMinNeut,T7,0.18492,0.37616,-0.12173,-0.022826
vp35,NegMinNeut,TP7,0.0088121,0.4023,-0.0048672,0.096974
vp35,NegMinNeut,CP5,0.0059058,-0.10003,-0.57489,-0.3058
vp35,NegMinNeut,CP3,0.41685,0.1812,-0.021928,-0.059926
vp35,NegMinNeut,CP1,0.068682,0.094947,-0.13543,-0.12386
vp35,NegMinNeut,P1,0.31124,-0.092602,-0.084833,0.13349
vp35,NegMinNeut,P3,-0.11613,-0.48206,-0.098417,-0.060389
vp35,NegMinNeut,P5,-0.22065,-0.081914,-0.53379,-0.17283
vp35,NegMinNeut,P7,-0.29453,-0.16377,-0.080881,0.10223
vp35,NegMinNeut,P9,-0.41054,0.27697,0.16615,0.47967
vp35,NegMinNeut,PO7,-0.98002,-0.90015,-0.4866,-0.37249
vp35,NegMinNeut,PO3,-0.05862,-0.057785,-0.10906,-0.10768
vp35,NegMinNeut,O1,-0.21379,-0.26221,-0.27888,-0.018924
vp35,NegMinNeut,Iz,-0.1506,0.041117,-0.09329,0.18072
vp35,NegMinNeut,Oz,-0.0061885,0.31294,-0.33718,-0.19189
vp35,NegMinNeut,POz,-0.62861,0.096649,-0.49173,-0.63293
vp35,NegMinNeut,Pz,-0.060091,0.24474,0.16232,0.041487
vp35,NegMinNeut,CPz,-0.054541,-0.10315,-0.15427,-0.26859
vp35,NegMinNeut,Fpz,0.47091,-0.034821,0.1484,-0.10565
vp35,NegMinNeut,Fp2,0.2432,-0.14656,0.22584,-0.12121
vp35,NegMinNeut,AF8,0.033201,-0.15183,0.31051,-0.083509
vp35,NegMinNeut,AF4,0.21299,-0.18104,0.36584,0.10174
vp35,NegMinNeut,Afz,0.62396,0.034853,0.087784,-0.12856
vp35,NegMinNeut,Fz,0.12797,-0.21387,-0.21299,-0.052479
vp35,NegMinNeut,F2,0.14242,-0.20747,-0.22187,-0.073558
vp35,NegMinNeut,F4,0.6174,0.3707,0.70477,0.48044
vp35,NegMinNeut,F6,-0.11474,-0.21674,0.31361,0.017848
vp35,NegMinNeut,F8,-0.17547,-0.038677,0.48749,0.19531
vp35,NegMinNeut,FT8,-0.078546,0.17293,0.90733,0.66068
vp35,NegMinNeut,FC6,-0.13719,-0.057757,0.21519,0.025284
vp35,NegMinNeut,FC4,-0.36386,-0.15048,-0.12288,-0.17654
vp35,NegMinNeut,FC2,-0.036221,-0.061316,0.19752,0.11167
vp35,NegMinNeut,FCz,0.22757,-0.014828,0.016567,0.080808
vp35,NegMinNeut,Cz,0.24304,-0.096054,-0.13562,-0.034038
vp35,NegMinNeut,C2,-0.013783,0.092117,0.17702,-0.03454
vp35,NegMinNeut,C4,-0.18279,-0.044668,0.11487,-0.28635
vp35,NegMinNeut,C6,-0.22735,-0.24011,0.13793,0.15516
vp35,NegMinNeut,T8,-0.74785,-0.25809,0.040099,0.11911
vp35,NegMinNeut,TP8,-0.30477,0.4634,0.67858,0.49808
vp35,NegMinNeut,CP6,-0.62681,-0.12174,0.43325,0.13488
vp35,NegMinNeut,CP4,-0.014912,0.27758,-0.30965,-0.44948
vp35,NegMinNeut,CP2,-0.12812,-0.05324,-0.18405,-0.17626
vp35,NegMinNeut,P2,-0.28602,-0.12445,-0.08829,-0.075171
vp35,NegMinNeut,P4,-0.53632,-0.59304,-0.099266,0.19226
vp35,NegMinNeut,P6,-0.093756,0.44198,0.29481,-0.0065491
vp35,NegMinNeut,P8,-0.4606,0.18153,0.004864,-0.030735
vp35,NegMinNeut,P10,-0.41996,0.16873,0.078082,0.20206
vp35,NegMinNeut,PO8,-0.54979,-0.1224,-0.22586,-0.10322
vp35,NegMinNeut,PO4,-0.17622,-0.012237,0.11556,-0.049658
vp35,NegMinNeut,O2,-0.034744,0.188,-0.072176,-0.11036
vp36,localizer,Fp1,-0.79898,0.19277,-1.8714,-1.1372
vp36,localizer,AF7,-0.59867,0.43594,-1.2922,-0.50444
vp36,localizer,AF3,-0.83086,0.057974,-2.0156,-1.3431
vp36,localizer,F1,-0.75887,-0.29001,-2.3811,-1.6796
vp36,localizer,F3,-0.63649,0.058448,-1.8189,-1.2925
vp36,localizer,F5,-0.35782,0.5663,-1.0954,-0.1863
vp36,localizer,F7,-0.28679,1.0157,-1.5156,-0.19419
vp36,localizer,FT7,0.0043514,0.67111,-1.6362,-0.0071638
vp36,localizer,FC5,-0.020185,0.60322,-0.41661,0.67003
vp36,localizer,FC3,-0.39994,-0.15623,-0.54105,0.080699
vp36,localizer,FC1,-0.65369,-0.72167,-1.5177,-0.88735
vp36,localizer,C1,-0.5876,-0.82455,-0.066813,0.50737
vp36,localizer,C3,-0.27779,-0.54223,0.67432,1.0385
vp36,localizer,C5,0.21264,0.033531,0.89971,1.4141
vp36,localizer,T7,0.47612,0.26075,-1.2406,0.027544
vp36,localizer,TP7,1.1086,0.29061,1.7137,1.0369
vp36,localizer,CP5,0.74464,-0.049282,2.1722,1.5274
vp36,localizer,CP3,0.11284,-0.39085,1.8257,1.4491
vp36,localizer,CP1,-0.65094,-0.90339,1.1439,0.82888
vp36,localizer,P1,-1.0407,-0.37312,2.1891,0.67201
vp36,localizer,P3,0.10084,-0.12124,2.9142,1.1494
vp36,localizer,P5,1.2225,0.28181,3.8436,1.9492
vp36,localizer,P7,2.1786,1.1767,5.6482,2.975
vp36,localizer,P9,1.5583,0.8205,1.7651,0.19431
vp36,localizer,PO7,1.9297,1.2898,2.841,0.71968
vp36,localizer,PO3,-0.25805,0.2964,2.5857,0.40926
vp36,localizer,O1,1.3647,1.8683,1.063,-0.29595
vp36,localizer,Iz,1.486,2.0426,0.76633,0.059807
vp36,localizer,Oz,0.63035,1.9645,0.47477,-0.49997
vp36,localizer,POz,-1.0919,0.19068,0.69007,-0.46705
vp36,localizer,Pz,-0.88663,-0.74731,1.2842,0.49927
vp36,localizer,CPz,-0.82601,-1.0577,0.35621,0.53924
vp36,localizer,Fpz,-0.91319,0.0048514,-2.2591,-1.5242
vp36,localizer,Fp2,-0.87392,-0.071138,-2.3349,-1.5851
vp36,localizer,AF8,-0.72171,-0.081177,-2.1629,-1.3404
vp36,localizer,AF4,-0.80478,-0.096295,-2.9873,-2.0574
vp36,localizer,Afz,-0.98488,-0.081022,-3.0714,-2.1349
vp36,localizer,Fz,-0.80251,-0.3965,-2.3934,-1.8716
vp36,localizer,F2,-0.68667,-0.45559,-2.2543,-1.6929
vp36,localizer,F4,-0.62779,-0.27607,-2.0165,-1.3108
vp36,localizer,F6,-0.52196,-0.23227,-1.8436,-0.95257
vp36,localizer,F8,-0.43277,-0.076717,-1.9329,-0.91663
vp36,localizer,FT8,0.0045553,0.089207,-2.134,-0.69186
vp36,localizer,FC6,-0.16845,-0.31105,-1.2053,-0.098474
vp36,localizer,FC4,-0.60916,-0.3888,-0.54649,-0.27388
vp36,localizer,FC2,-0.45618,-0.51672,-1.5575,-1.1255
vp36,localizer,FCz,-0.50437,-0.67646,-1.6116,-1.0489
vp36,localizer,Cz,-0.7089,-0.85985,-0.79044,-0.1277
vp36,localizer,C2,-0.43817,-0.56128,-0.86367,-0.21913
vp36,localizer,C4,-0.081871,-0.43562,-1.2895,-0.69555
vp36,localizer,C6,-0.10997,-0.27717,-0.074289,1.0616
vp36,localizer,T8,0.13768,-0.11383,-1.1906,0.1094
vp36,localizer,TP8,0.77797,-0.4236,1.0738,1.1934
vp36,localizer,CP6,0.77009,-0.045827,0.47395,0.99487
vp36,localizer,CP4,0.048563,-0.45328,-0.18294,0.3212
vp36,localizer,CP2,-0.3013,-0.7953,-0.04698,0.37253
vp36,localizer,P2,-0.32467,-0.41769,1.0377,0.122
vp36,localizer,P4,-0.32262,-0.40262,1.0233,0.14261
vp36,localizer,P6,1.2623,-0.046916,1.8402,1.0811
vp36,localizer,P8,1.641,-0.3386,2.8108,1.609
vp36,localizer,P10,0.88892,-0.61639,1.8852,1.451
vp36,localizer,PO8,2.8392,0.6844,4.7117,1.9838
vp36,localizer,PO4,-0.3333,-0.3818,1.0355,0.10485
vp36,localizer,O2,1.1908,1.111,1.4156,-0.13248
vp36,NegMinNeut,Fp1,-0.44956,-0.46891,0.46057,-0.089172
vp36,NegMinNeut,AF7,-0.52258,-0.75741,0.46379,-0.12492
vp36,NegMinNeut,AF3,-0.47565,-0.61432,0.36397,-0.10829
vp36,NegMinNeut,F1,-0.25586,-0.70482,0.12234,-0.041357
vp36,NegMinNeut,F3,-0.73456,-0.98885,0.096482,-0.14746
vp36,NegMinNeut,F5,-0.63516,-1.0703,0.21036,-0.28009
vp36,NegMinNeut,F7,-0.47464,-0.878,0.75191,-0.084346
vp36,NegMinNeut,FT7,-0.27687,-0.29873,1.1193,0.42344
vp36,NegMinNeut,FC5,-0.31212,-0.63112,0.55143,0.16191
vp36,NegMinNeut,FC3,-0.41979,-0.7841,-0.00055028,-0.18107
vp36,NegMinNeut,FC1,-0.16698,-0.66147,-0.10708,-0.088386
vp36,NegMinNeut,C1,0.038807,-0.16123,-0.018328,0.071138
vp36,NegMinNeut,C3,-0.41164,-0.70502,0.0070493,-0.019201
vp36,NegMinNeut,C5,-0.18582,-0.51363,0.52497,0.33324
vp36,NegMinNeut,T7,0.41852,0.16263,0.85839,0.68939
vp36,NegMinNeut,TP7,0.37451,-0.43066,-0.57138,-0.18294
vp36,NegMinNeut,CP5,0.25282,-0.17738,-0.27832,-0.30134
vp36,NegMinNeut,CP3,-0.32813,-0.66531,-0.49536,-0.33426
vp36,NegMinNeut,CP1,-0.19785,-0.35019,-0.66105,-0.23518
vp36,NegMinNeut,P1,-0.069894,-0.17052,-0.78526,-0.40198
vp36,NegMinNeut,P3,-0.047729,-0.35538,-0.74434,-0.29915
vp36,NegMinNeut,P5,0.1809,-0.44911,-0.48135,-0.072201
vp36,NegMinNeut,P7,0.64545,-0.32636,-0.16958,0.33029
vp36,NegMinNeut,P9,0.59994,-0.10511,-0.27272,-0.12747
vp36,NegMinNeut,PO7,0.38332,-0.35539,-0.69308,-0.54207
vp36,NegMinNeut,PO3,0.10114,-0.42129,-1.1043,-0.96626
vp36,NegMinNeut,O1,0.11495,-0.46293,-1.4007,-1.1358
vp36,NegMinNeut,Iz,0.34503,-0.10038,-0.83238,-0.77733
vp36,NegMinNeut,Oz,0.37551,0.23249,-0.51331,-0.51523
vp36,NegMinNeut,POz,-0.018207,-0.027875,-0.66083,-0.33034
vp36,NegMinNeut,Pz,-0.11045,-0.10694,-0.58118,-0.14355
vp36,NegMinNeut,CPz,0.1137,0.1566,-0.29686,-0.00051308
vp36,NegMinNeut,Fpz,-0.36169,-0.14712,0.51049,-0.048252
vp36,NegMinNeut,Fp2,-0.32463,0.10027,0.52893,0.018276
vp36,NegMinNeut,AF8,-0.20743,0.33847,0.54852,0.21082
vp36,NegMinNeut,AF4,-0.31109,0.10446,0.64875,-0.1171
vp36,NegMinNeut,Afz,-0.15533,0.0060253,0.66875,0.0099989
vp36,NegMinNeut,Fz,0.21619,0.28591,0.96427,0.56228
vp36,NegMinNeut,F2,-0.31862,0.30475,0.72854,0.41256
vp36,NegMinNeut,F4,-0.12801,0.68636,1.1336,0.658
vp36,NegMinNeut,F6,-0.10209,0.51536,0.70871,0.40093
vp36,NegMinNeut,F8,0.070117,0.47375,0.50407,0.33317
vp36,NegMinNeut,FT8,0.55103,0.50802,0.49142,0.31371
vp36,NegMinNeut,FC6,-0.089873,0.63527,0.53912,0.48535
vp36,NegMinNeut,FC4,-0.48913,-0.020567,0.096734,0.16578
vp36,NegMinNeut,FC2,0.053871,0.33694,0.70547,0.66906
vp36,NegMinNeut,FCz,-0.46876,-1.0159,-0.57175,-0.71066
vp36,NegMinNeut,Cz,0.10647,0.22006,0.067651,0.16279
vp36,NegMinNeut,C2,-0.033651,0.30632,0.14194,0.24943
vp36,NegMinNeut,C4,-0.79727,-0.17501,-1.2511,-0.67639
vp36,NegMinNeut,C6,0.36643,1.7221,2.1195,1.5679
vp36,NegMinNeut,T8,0.3471,0.67503,0.22088,0.46328
vp36,NegMinNeut,TP8,0.44671,0.75848,-0.14736,0.29245
vp36,NegMinNeut,CP6,0.045636,0.94356,-0.18089,0.041753
vp36,NegMinNeut,CP4,0.34484,1.4683,1.1685,1.1955
vp36,NegMinNeut,CP2,-0.32127,0.34276,-0.30149,-0.11113
vp36,NegMinNeut,P2,0.12419,0.36336,-0.47269,-0.061366
vp36,NegMinNeut,P4,0.11204,0.39609,-0.47218,-0.052908
vp36,NegMinNeut,P6,0.44842,0.64735,-0.32054,0.11045
vp36,NegMinNeut,P8,0.80305,0.79974,-0.42208,0.2297
vp36,NegMinNeut,P10,0.31995,0.0095178,-1.0588,-0.48909
vp36,NegMinNeut,PO8,1.1433,0.95203,-0.94045,-0.19706
vp36,NegMinNeut,PO4,0.071946,0.35492,-0.50644,-0.035463
vp36,NegMinNeut,O2,0.68644,0.29444,-0.71277,-0.53323
vp37,localizer,Fp1,-0.16955,0.7204,0.70478,0.10148
vp37,localizer,AF7,-0.068765,0.51198,0.4798,-0.29332
vp37,localizer,AF3,-0.042117,0.75294,0.36776,-0.15917
vp37,localizer,F1,-0.46099,0.74339,0.16935,-0.36758
vp37,localizer,F3,-0.32001,0.74834,0.36259,-0.29803
vp37,localizer,F5,-0.051887,0.65881,0.41741,-0.20645
vp37,localizer,F7,0.053039,0.34084,0.41241,-0.39144
vp37,localizer,FT7,-0.037242,0.043834,-0.078269,-0.52954
vp37,localizer,FC5,-0.11953,0.71719,0.63813,-0.050913
vp37,localizer,FC3,-0.37974,0.95453,0.70541,-0.024992
vp37,localizer,FC1,-0.68681,0.9784,0.55057,-0.1146
vp37,localizer,C1,-0.88288,1.1118,1.1046,0.39576
vp37,localizer,C3,-0.81593,0.73944,0.81738,0.19372
vp37,localizer,C5,-0.25655,0.40783,0.50535,0.059409
vp37,localizer,T7,0.51776,-0.021029,-0.14309,-0.33825
vp37,localizer,TP7,0.43565,-1.0593,-0.88004,-0.7386
vp37,localizer,CP5,0.086611,-0.31739,0.092438,-0.050234
vp37,localizer,CP3,-0.40031,0.27365,0.85132,0.33241
vp37,localizer,CP1,-0.7705,0.55098,1.0363,0.67683
vp37,localizer,P1,-0.14743,0.35295,1.0313,1.1419
vp37,localizer,P3,0.071832,-0.1248,0.33425,0.4776
vp37,localizer,P5,0.7125,-1.0373,-0.63158,-0.28122
vp37,localizer,P7,1.0566,-1.592,-1.6056,-0.9275
vp37,localizer,P9,1.1403,-1.8476,-2.3077,-1.4216
vp37,localizer,PO7,1.6948,-2.432,-3.2282,-1.8159
vp37,localizer,PO3,0.43608,-0.6677,-0.55838,0.15743
vp37,localizer,O1,0.63845,-1.4842,-2.1771,-0.79305
vp37,localizer,Iz,1.4156,-1.2954,-2.9665,-1.5983
vp37,localizer,Oz,0.45735,-1.028,-1.7826,-0.50636
vp37,localizer,POz,0.1308,-0.05489,0.082209,0.70294
vp37,localizer,Pz,-0.067228,0.45153,0.95304,1.2275
vp37,localizer,CPz,-0.61586,0.92267,1.2118,1.065
vp37,localizer,Fpz,-0.064563,0.43333,0.47145,0.32178
vp37,localizer,Fp2,-0.40389,0.0044585,0.16818,0.39428
vp37,localizer,AF8,-0.58406,-0.059206,0.33467,0.43061
vp37,localizer,AF4,-0.50581,0.083948,0.15139,0.1499
vp37,localizer,Afz,-0.29004,0.49774,0.15192,-0.16585
vp37,localizer,Fz,-0.51332,0.68045,0.13791,-0.34745
vp37,localizer,F2,-0.43174,0.5886,0.033918,-0.24943
vp37,localizer,F4,-0.74952,0.098637,0.10839,-0.082596
vp37,localizer,F6,-0.56055,-0.10803,0.10652,0.24004
vp37,localizer,F8,-0.47383,-0.44106,0.24589,0.25159
vp37,localizer,FT8,-0.090122,-0.36566,0.074323,0.22436
vp37,localizer,FC6,-0.59212,-0.2048,0.10658,0.11548
vp37,localizer,FC4,-0.75498,0.19644,0.50886,0.24544
vp37,localizer,FC2,-0.77725,0.77832,0.45577,-0.119
vp37,localizer,FCz,-0.75378,1.0554,0.6381,-0.081809
vp37,localizer,Cz,-1.0541,1.0978,1.0665,0.49468
vp37,localizer,C2,-0.83142,0.80426,0.85629,0.35381
vp37,localizer,C4,-0.31448,0.37568,0.76276,0.51797
vp37,localizer,C6,-0.014727,-0.035266,0.42934,0.36776
vp37,localizer,T8,0.28988,-0.37435,0.096722,0.37667
vp37,localizer,TP8,0.60998,-0.8994,-0.81134,-0.56253
vp37,localizer,CP6,0.35492,-0.22804,0.24279,0.31722
vp37,localizer,CP4,0.10056,0.31009,0.85449,0.78662
vp37,localizer,CP2,-0.42492,0.68905,1.1877,0.9293
vp37,localizer,P2,-0.093851,0.44718,1.0613,1.1247
vp37,localizer,P4,0.41076,0.26125,0.70377,0.82576
vp37,localizer,P6,0.68106,-0.37832,-0.28493,0.027876
vp37,localizer,P8,1.0489,-1.147,-1.0704,-0.58583
vp37,localizer,P10,1.3221,-1.6541,-1.8067,-0.92521
vp37,localizer,PO8,1.632,-0.94147,-1.7284,-0.93398
vp37,localizer,PO4,0.42282,0.059127,0.022186,0.52362
vp37,localizer,O2,0.85206,-0.64497,-1.7448,-0.59076
vp37,NegMinNeut,Fp1,0.18952,-0.19801,0.27601,-0.23758
vp37,NegMinNeut,AF7,0.12637,-0.13906,0.16108,-0.35734
vp37,NegMinNeut,AF3,0.34461,-0.19325,0.25956,-0.32821
vp37,NegMinNeut,F1,0.64641,0.49228,0.22502,0.24864
vp37,NegMinNeut,F3,0.28816,0.20287,0.1251,-0.4439
vp37,NegMinNeut,F5,-0.21901,-0.27422,0.099208,-0.25574
vp37,NegMinNeut,F7,-0.43633,-0.24595,0.092091,-0.31107
vp37,NegMinNeut,FT7,-0.051412,-0.11532,0.44777,-0.26325
vp37,NegMinNeut,FC5,-0.2108,0.027004,0.33793,0.026546
vp37,NegMinNeut,FC3,0.27366,0.42212,0.1411,0.13154
vp37,NegMinNeut,FC1,0.78914,0.72494,0.0094924,0.33942
vp37,NegMinNeut,C1,0.71047,0.55613,-0.12895,0.41359
vp37,NegMinNeut,C3,0.094319,0.14343,-0.13549,-0.0091922
vp37,NegMinNeut,C5,-0.23796,-0.1745,0.17092,0.1241
vp37,NegMinNeut,T7,-0.19126,-0.5632,0.24798,-0.53019
vp37,NegMinNeut,TP7,-0.55859,-0.80181,-0.67451,-0.75141
vp37,NegMinNeut,CP5,-0.35524,-0.10642,-0.060595,-0.17
vp37,NegMinNeut,CP3,-0.28791,-0.23959,-0.57638,-0.41442
vp37,NegMinNeut,CP1,0.31039,0.20621,-0.11848,0.24613
vp37,NegMinNeut,P1,0.074401,-0.37264,-0.13962,0.17001
vp37,NegMinNeut,P3,-0.28189,-0.20018,0.045925,-0.15875
vp37,NegMinNeut,P5,-0.69043,-0.25818,-0.40111,-0.70923
vp37,NegMinNeut,P7,-0.69327,-0.3032,-0.40446,-0.58782
vp37,NegMinNeut,P9,-0.40167,-0.55579,-0.61372,-0.60289
vp37,NegMinNeut,PO7,-1.006,-0.4032,-0.88282,-1.216
vp37,NegMinNeut,PO3,-0.89357,-0.45167,-0.15634,-0.5574
vp37,NegMinNeut,O1,-0.69655,-0.23451,-0.1508,-0.36562
vp37,NegMinNeut,Iz,0.62985,1.533,0.22564,0.36158
vp37,NegMinNeut,Oz,-0.31879,0.12344,-0.15997,-0.26621
vp37,NegMinNeut,POz,-0.27767,-0.09905,0.050342,-0.018513
vp37,NegMinNeut,Pz,0.11843,0.18727,0.26564,0.28664
vp37,NegMinNeut,CPz,0.31389,-0.002925,-0.065548,0.40988
vp37,NegMinNeut,Fpz,0.21529,-0.19403,0.37634,-0.051666
vp37,NegMinNeut,Fp2,-0.025,-0.57444,0.13789,-0.024535
vp37,NegMinNeut,AF8,0.06412,-0.39769,-0.049406,0.046992
vp37,NegMinNeut,AF4,0.1496,-0.20094,-0.07657,-0.039326
vp37,NegMinNeut,Afz,0.25408,-0.25316,0.19724,-0.17373
vp37,NegMinNeut,Fz,0.69841,0.56137,0.27834,0.24335
vp37,NegMinNeut,F2,0.1105,-0.22241,-0.20684,-0.42176
vp37,NegMinNeut,F4,0.28962,0.3169,-0.013834,0.012857
vp37,NegMinNeut,F6,0.51687,0.11205,0.35435,0.39
vp37,NegMinNeut,F8,-0.15859,-0.45332,-0.27827,0.080368
vp37,NegMinNeut,FT8,0.20445,-0.11855,-0.42749,-0.10564
vp37,NegMinNeut,FC6,0.17299,0.12192,0.19912,0.39773
vp37,NegMinNeut,FC4,0.34144,0.81324,0.5284,1.2162
vp37,NegMinNeut,FC2,0.66481,0.60045,0.012318,0.38708
vp37,NegMinNeut,FCz,1.0893,0.79715,0.13226,0.59979
vp37,NegMinNeut,Cz,0.73461,0.69251,-0.056041,0.62383
vp37,NegMinNeut,C2,0.33052,0.30404,-0.090587,0.38684
vp37,NegMinNeut,C4,-0.0058787,0.093209,0.026091,0.32689
vp37,NegMinNeut,C6,0.2485,0.49651,0.21028,0.41191
vp37,NegMinNeut,T8,-0.1075,-0.067496,0.11301,0.21096
vp37,NegMinNeut,TP8,-0.36744,-0.53483,-0.38863,-0.40216
vp37,NegMinNeut,CP6,-0.028108,0.0079078,0.27828,0.3846
vp37,NegMinNeut,CP4,0.067028,-0.10283,0.19263,0.54648
vp37,NegMinNeut,CP2,0.1156,0.092346,-0.10701,0.46193
vp37,NegMinNeut,P2,0.1986,0.19761,0.14336,0.48873
vp37,NegMinNeut,P4,-0.085579,0.19557,0.19785,0.32612
vp37,NegMinNeut,P6,-0.19564,0.22648,0.16104,0.22557
vp37,NegMinNeut,P8,-0.56956,-0.35503,-0.13966,-0.23397
vp37,NegMinNeut,P10,-0.81785,-0.47224,0.043752,0.028346
vp37,NegMinNeut,PO8,-0.62157,-0.1638,-0.13733,-0.36563
vp37,NegMinNeut,PO4,-0.29908,-0.052993,0.064543,0.064095
vp37,NegMinNeut,O2,-0.28577,-0.15149,-0.18745,-0.24555
vp38,localizer,Fp1,0.19859,0.59383,0.099419,0.094255
vp38,localizer,AF7,0.26418,0.63402,0.14674,0.16268
vp38,localizer,AF3,0.12651,0.51793,-0.032587,0.064746
vp38,localizer,F1,0.1115,0.28757,-0.088252,0.078486
vp38,localizer,F3,0.11141,0.38415,-0.10364,0.10206
vp38,localizer,F5,-0.16797,0.39087,-0.29936,-0.015751
vp38,localizer,F7,-0.039612,0.35038,-0.22237,0.087192
vp38,localizer,FT7,-0.15082,0.23818,-0.21644,0.11329
vp38,localizer,FC5,-0.062544,0.38826,-0.2682,0.076758
vp38,localizer,FC3,-0.11352,0.38047,-0.155,0.048887
vp38,localizer,FC1,0.0064497,0.32363,-0.1521,0.030052
vp38,localizer,C1,-0.2551,0.19822,-0.11738,0.021525
vp38,localizer,C3,-0.16588,0.19759,-0.25002,0.003508
vp38,localizer,C5,-0.21398,0.095295,-0.089037,0.15844
vp38,localizer,T7,-0.31415,-0.077714,-0.21892,0.054832
vp38,localizer,TP7,0.088093,0.063122,0.11273,0.31096
vp38,localizer,CP5,-0.033134,-0.04025,0.026531,0.1811
vp38,localizer,CP3,-0.085189,0.039552,-0.081798,0.023314
vp38,localizer,CP1,-0.1707,-0.048052,-0.098982,-0.0058388
vp38,localizer,P1,-0.035638,-0.21459,0.049329,0.010307
vp38,localizer,P3,0.1038,-0.26258,0.01673,-0.029386
vp38,localizer,P5,0.21324,-0.37089,0.27899,0.15843
vp38,localizer,P7,0.24466,-0.42369,0.18306,0.079325
vp38,localizer,P9,0.11458,-0.048377,-0.035444,0.03162
vp38,localizer,PO7,0.46261,-0.53487,0.11412,-0.03653
vp38,localizer,PO3,0.2398,-0.42366,0.12263,-0.090272
vp38,localizer,O1,0.40933,-0.38987,0.029542,-0.25014
vp38,localizer,Iz,0.43557,-0.068839,-0.0038356,-0.073452
vp38,localizer,Oz,0.38027,-0.26367,0.034315,-0.14776
vp38,localizer,POz,0.14195,-0.40144,0.13754,-0.10171
vp38,localizer,Pz,-0.082411,-0.20557,-0.10142,-0.15128
vp38,localizer,CPz,-0.11469,0.02725,-0.056213,-0.018703
vp38,localizer,Fpz,0.23038,0.60942,0.12238,0.032647
vp38,localizer,Fp2,0.19071,0.58149,0.13839,0.042204
vp38,localizer,AF8,-0.034718,0.32379,-0.10217,-0.079327
vp38,localizer,AF4,-0.10691,0.23108,-0.046337,-0.027364
vp38,localizer,Afz,0.096231,0.38237,0.0074032,0.01442
vp38,localizer,Fz,-0.019985,0.3741,-0.033599,0.070209
vp38,localizer,F2,-0.027793,0.28031,1.9132e-05,0.045714
vp38,localizer,F4,-0.089725,0.18879,-0.032004,0.0059548
vp38,localizer,F6,-0.24105,0.032367,-0.19713,-0.14582
vp38,localizer,F8,-0.22293,0.0068007,-0.17577,-0.088344
vp38,localizer,FT8,-0.19427,-0.014636,-0.011902,0.019267
vp38,localizer,FC6,-0.22427,-0.088708,-0.15709,-0.10316
vp38,localizer,FC4,-0.16528,0.11824,-0.074501,-0.040061
vp38,localizer,FC2,-0.070866,0.25677,0.032544,0.10608
vp38,localizer,FCz,-0.13835,0.23126,-0.047823,0.1024
vp38,localizer,Cz,-0.029545,0.23787,0.048577,0.18209
vp38,localizer,C2,-0.18681,0.018084,-0.021535,0.026246
vp38,localizer,C4,-0.26936,-0.054358,-0.058312,-0.098509
vp38,localizer,C6,-0.21447,-0.19905,-0.093912,6.4102e-05
vp38,localizer,T8,-0.25993,-0.28624,-0.01396,-0.027437
vp38,localizer,TP8,-0.14209,-0.34438,0.10651,-0.082204
vp38,localizer,CP6,-0.14364,-0.32531,0.06271,-0.11073
vp38,localizer,CP4,-0.27002,-0.21995,0.031271,-0.13364
vp38,localizer,CP2,-0.16158,-0.045379,0.0067353,-0.02896
vp38,localizer,P2,-0.17039,-0.16805,0.098051,-0.05084
vp38,localizer,P4,0.044646,-0.18771,0.14423,-0.033348
vp38,localizer,P6,-0.03813,-0.52426,0.13066,-0.17272
vp38,localizer,P8,0.032199,-0.60859,0.31378,-0.025285
vp38,localizer,P10,0.11411,-0.46703,0.070899,-0.087623
vp38,localizer,PO8,0.3696,-0.728,0.52511,0.023047
vp38,localizer,PO4,0.22297,-0.49789,0.25795,-0.13289
vp38,localizer,O2,0.47405,-0.44942,0.20815,-0.17302
vp38,NegMinNeut,Fp1,0.16943,-0.48884,0.24346,0.20641
vp38,NegMinNeut,AF7,0.33718,-0.57715,0.32014,0.4037
vp38,NegMinNeut,AF3,0.10208,-0.376,0.25575,0.15962
vp38,NegMinNeut,F1,0.061794,-0.34198,0.18349,0.12773
vp38,NegMinNeut,F3,0.12257,-0.2808,0.21502,0.12763
vp38,NegMinNeut,F5,0.32848,-0.42522,0.25339,0.42816
vp38,NegMinNeut,F7,0.18955,-0.50067,-0.0018512,0.34082
vp38,NegMinNeut,FT7,0.031476,-0.33871,0.10105,0.13712
vp38,NegMinNeut,FC5,0.27305,-0.23095,0.29981,0.30851
vp38,NegMinNeut,FC3,0.14663,-0.2285,-0.032867,0.017547
