       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     433.594	          68	LPP_massUniv	           1	  negativeLargeDark	vp28
     464.844	          68	LPP_massUniv	           2	  negativeSmallDark	vp28
     484.375	          68	LPP_massUniv	           3	negativeLargeBright	vp28
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp28
     429.688	          68	LPP_massUniv	           5	   neutralLargeDark	vp28
     437.500	          68	LPP_massUniv	           6	   neutralSmallDark	vp28
     488.281	          68	LPP_massUniv	           7	 neutralLargeBright	vp28
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp28
     449.219	          68	LPP_massUniv	           1	  negativeLargeDark	vp29
     519.531	          68	LPP_massUniv	           2	  negativeSmallDark	vp29
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp29
     527.344	          68	LPP_massUniv	           4	negativeSmallBright	vp29
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp29
     605.469	          68	LPP_massUniv	           6	   neutralSmallDark	vp29
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp29
     429.688	          68	LPP_massUniv	           8	 neutralSmallBright	vp29
     421.875	          68	LPP_massUniv	           1	  negativeLargeDark	vp31
     476.563	          68	LPP_massUniv	           2	  negativeSmallDark	vp31
     433.594	          68	LPP_massUniv	           3	negativeLargeBright	vp31
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp31
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp31
     472.656	          68	LPP_massUniv	           6	   neutralSmallDark	vp31
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp31
     605.469	          68	LPP_massUniv	           8	 neutralSmallBright	vp31
     656.250	          68	LPP_massUniv	           1	  negativeLargeDark	vp33
     660.156	          68	LPP_massUniv	           2	  negativeSmallDark	vp33
     511.719	          68	LPP_massUniv	           3	negativeLargeBright	vp33
     460.938	          68	LPP_massUniv	           4	negativeSmallBright	vp33
     453.125	          68	LPP_massUniv	           5	   neutralLargeDark	vp33
     406.250	          68	LPP_massUniv	           6	   neutralSmallDark	vp33
     652.344	          68	LPP_massUniv	           7	 neutralLargeBright	vp33
     562.500	          68	LPP_massUniv	           8	 neutralSmallBright	vp33
     457.031	          68	LPP_massUniv	           1	  negativeLargeDark	vp34
     449.219	          68	LPP_massUniv	           2	  negativeSmallDark	vp34
     429.688	          68	LPP_massUniv	           3	negativeLargeBright	vp34
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp34
     417.969	          68	LPP_massUniv	           5	   neutralLargeDark	vp34
     406.250	          68	LPP_massUniv	           6	   neutralSmallDark	vp34
     445.313	          68	LPP_massUniv	           7	 neutralLargeBright	vp34
     402.344	          68	LPP_massUniv	           8	 neutralSmallBright	vp34
     460.938	          68	LPP_massUniv	           1	  negativeLargeDark	vp35
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp35
     605.469	          68	LPP_massUniv	           3	negativeLargeBright	vp35
     589.844	          68	LPP_massUniv	           4	negativeSmallBright	vp35
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp35
     460.938	          68	LPP_massUniv	           6	   neutralSmallDark	vp35
     457.031	          68	LPP_massUniv	           7	 neutralLargeBright	vp35
     472.656	          68	LPP_massUniv	           8	 neutralSmallBright	vp35
     640.625	          68	LPP_massUniv	           1	  negativeLargeDark	vp36
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp36
     601.563	          68	LPP_massUniv	           3	negativeLargeBright	vp36
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp36
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp36
         NaN	          68	LPP_massUniv	           6	   neutralSmallDark	vp36
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp36
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp36
     613.281	          68	LPP_massUniv	           1	  negativeLargeDark	vp37
     511.719	          68	LPP_massUniv	           2	  negativeSmallDark	vp37
     554.688	          68	LPP_massUniv	           3	negativeLargeBright	vp37
     414.063	          68	LPP_massUniv	           4	negativeSmallBright	vp37
     593.750	          68	LPP_massUniv	           5	   neutralLargeDark	vp37
     550.781	          68	LPP_massUniv	           6	   neutralSmallDark	vp37
     531.250	          68	LPP_massUniv	           7	 neutralLargeBright	vp37
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp37
     554.688	          68	LPP_massUniv	           1	  negativeLargeDark	vp38
     566.406	          68	LPP_massUniv	           2	  negativeSmallDark	vp38
     628.906	          68	LPP_massUniv	           3	negativeLargeBright	vp38
     664.063	          68	LPP_massUniv	           4	negativeSmallBright	vp38
     578.125	          68	LPP_massUniv	           5	   neutralLargeDark	vp38
     433.594	          68	LPP_massUniv	           6	   neutralSmallDark	vp38
     417.969	          68	LPP_massUniv	           7	 neutralLargeBright	vp38
     488.281	          68	LPP_massUniv	           8	 neutralSmallBright	vp38
     550.781	          68	LPP_massUniv	           1	  negativeLargeDark	vp39
     566.406	          68	LPP_massUniv	           2	  negativeSmallDark	vp39
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp39
     417.969	          68	LPP_massUniv	           4	negativeSmallBright	vp39
