       value	     chindex	     chlabel	        bini	           binlabel	ERPset
       4.208	          69	          P1	           6	   neutralSmallDark	vp40
       3.802	          69	          P1	           7	 neutralLargeBright	vp40
       1.973	          69	          P1	           8	 neutralSmallBright	vp40
       0.359	          69	          P1	           1	  negativeLargeDark	vp41
       0.417	          69	          P1	           2	  negativeSmallDark	vp41
      -0.286	          69	          P1	           3	negativeLargeBright	vp41
       0.785	          69	          P1	           4	negativeSmallBright	vp41
       0.336	          69	          P1	           5	   neutralLargeDark	vp41
       1.583	          69	          P1	           6	   neutralSmallDark	vp41
       0.973	          69	          P1	           7	 neutralLargeBright	vp41
       0.615	          69	          P1	           8	 neutralSmallBright	vp41
       2.792	          69	          P1	           1	  negativeLargeDark	vp42
       2.211	          69	          P1	           2	  negativeSmallDark	vp42
       1.833	          69	          P1	           3	negativeLargeBright	vp42
      -0.302	          69	          P1	           4	negativeSmallBright	vp42
       2.223	          69	          P1	           5	   neutralLargeDark	vp42
       1.953	          69	          P1	           6	   neutralSmallDark	vp42
       1.142	          69	          P1	           7	 neutralLargeBright	vp42
       0.676	          69	          P1	           8	 neutralSmallBright	vp42
